"Кулинарная книга",1 076.74 грн,images/5YvsRchuqL.jpg,"Шикарная кулинарная книга на кольцевом механизме для записи рецептов. Эта уютная кулинарочка поможет сохранить все ваши самые любимые рецепты, а также станет отличным подарком для ваших сестер/мам/бабушек и всех, кто любит готовить. Она выполнена во вкусненьких, съедобных цветах. Содержит полезные информационные странички, странички для планирования меню на 2 недели, разделители и закладочки, странички для записи рецептов, информационные страницы о мясе, рыбе, крупах, овощах, тесте, меры веса. Формат блокнота А5, содержит цветные печатные листы, разделители по категориям, а также кармашек и конвертик для хранения еще не записанных рецептов. Всего 192 страницы и 8 разделителей - очень пухленькая))) Приятного аппетита))) Рекомендации по уходу: беречь от влаги",104
"Кулинарная книга - папка 'Повар'",1 237.10 грн,images/aeiLmxoOCJ.jpg,"Кулинарная книга в обложке из итальянского переплетной экокожи. Внутри бумага плотностью 160 гр., кольцевой мех-м, карманы на заднем и переднем форзаце, 6 разделителей, с небольшими карманами для хранения рецевтов.",105
"Удобная настольная кулинарная книга",916.37 грн,images/dZ7EJTCFoB.jpg,"Кто уже начал подготовку к 8 марта?!Скоро начнутся горячие дни для скраперов и гвоздем программы конечно же будут кулинарные книги)Вот и я не исключение! В качестве конструкции выбрала настольный вариант, мне кажется, он самый удобный, а кольца позволят добавить или поменять местами листочки ,как захочет сама хозяюшка. В наличии! - 2000р) Для своей кулинарочки выбрала теплые шоколадные оттенки.Саму обложку украсила супницей с вкусным борщем, приправленным перчиком. На закусочку лежит румяный пирожок. Вообщем Ммм... вкуснотища!Внутри книги шесть тематических разделителей, 100 страниц для 100 рецептов.А еще, семь очень вместительных карманов для рецептов, записочек, вырезок, меню и полезных табличек.Первый разворот 'Первые блюда' .А теперь покажу, что я сделала, для большего удобства и вместимости - это карман в каждом разделителе. Более подробно карманчики можно рассмотреть в видео.Почти на каждом разделителе использованы карточки с фразами на кулинарную тему- они придают особого изюма.В этой книге я использовала в качестве оформление много разнообразного текстиля, для каждого разворота свой - подходящий по цвету .А чтобы все разделители перекликались между собой - разбавляла этот текстиль натуральной мешковиной и жгутом.Отдел 'Напитки' получился вот такой по-девчоночьи нежный с сиреневымШестой разделитель без названия, а с местом для подписи. Каждая хозяйка сама знает,какой раздел бы ей хотелось. Может 'Консервация', а может и обобщить 'Разное'-решать только ей;)Листочки для записи рецептов сделала лаконичными ,без иллюстраций, чтобы по-больше было места для записи информации.А вот и сама конструкция, которая отлично складывается и превращается в пухленький блокнот, который можно хранить и в ящичке на кухне.",106
"Кулинарная книга на кольцах",733.10 грн,images/jCaJVPynGa.jpg,"Кулинарная книга встанет приятным подарком для хозяек, которые любят готовить. Подарок маме, сестре, тете, жене или подружке на 8 марта или день рождения.Вмещает 50 плотных листов или 100 страниц. Разделов не содержит, но по желанию можно сделать)) +200 рублей к стоимости книги Крепление на кольцах позволит легко вынимать или добавлять листы и вставлять в книгу вырезки из журналов.",107
"Кулинарная книга 'Пикник для любимых'",458.19 грн,images/u7iXs2Z3qL.jpg,"Новая кулинарная книга 'Пикник для любимых'. Эта книга необычная - яркая, летняя, позитивная! Здесь и вышивка ручной работы (не так давно увлекалась вышиванием), и нестандартный размер (20*20), и, самое интересное!!!, эту книжечку можно ставить на стол, что очень удобно при готовке! Конструкция книги продумана так, что замок, который закрывает книгу и не дает ей растрепаться, в открытом положении превращается в подставку!Объемных элементов нет, поэтому писать в ней будет удобно! Внутри 6 тематических разделителя. Количество страниц около 90. А еще плюс этой книги в том, что она на кольцах! Это позволяет нам добавлять или убирать листы бумаги!",108
"Кулинарная книга 'Бордо'",458.19 грн,images/tNQmY1Iqc5.jpg,"Кулинарная книга в мягкой тканевой обложке, крепление на кольцах. Формат А5, Внутри 4 разделителя: салаты, горячие блюда, выпечка и разное. Книга завязывается на ленту. прекрасный подарок для хозяйственной девушки!",109
"Подарок на 8 марта Кулинарная книга",664.37 грн,images/u4nP8SeA7V.jpg,"- Внутри 2 кармашка, чтобы можно положить на скорую руку записанный рецепт, или вырезку из журнала; - Текстильная закладка- 96 листов, разделы. *В наличии первая. Рекомендации по уходу: Ручная стирка",110
Кулинарочки,278.59 грн,images/YdpQj3uHuW.jpg,"Кулинарные книги для записи самых лучших рецептов. На пружинках и стойки. Отпечатанные тематические странички, мягкие обложки. Отличный подарок для себя и для друзей, которая отлично дополнит Вашу кухню. Рекомендации по уходу: Беречь от воды",111
"Кулинарная книга 'Какао'",1 282.92 грн,images/j5cem6GLAl.jpg,"Книга полностью с нуля. Формат , А5, обтянута вельветом с мягкой прослойкой (оттенок обложки может отличаться по тону от фотографии из-за освещения). Около 200 страничек: В книге 5 разделов, каждый в своём стиле. Переплёт Коптский, странички тонированы кофе. Есть закладка в виде вощёного шнурка с подвеской. Все разделы имеют кармашки и конверты для вырезок с рецептами и снабжены разделителями. Есть странички из хрустящей кальки, как в старых альбомах))) Рекомендации по уходу: Беречь от огня и воды.",112
"Кулинарная книга в обложке ручной работы 'Капкейк'",366.55 грн,images/ERsUjpYnoI.jpg,"Кулинарная книга в обложке ручной работы - сочетание грубой фактуры льна и нежной микро вышивки.Небольшой размер (18 см на 12,5 см), удобно и приятно держать в руках.Натуральный лён, натуральный хлопок (подкладка), хлопковые мулине, атласные ленты, бисер.Внутри кулинарная книга издательства Эксмо, 112 страниц.Обложка съемная. Сделано с любовью! Рекомендации по уходу: Бережный уход.",113
"Кулинарная книга 'Горошек'",,images/zR7DdWcwpI.jpg,"Кулинарная книга с кольцевым механизмом предназначена для хранения самых любимых и самых вкусных рецептов хозяйки! Кармашки на форзацах для быстрых рецептов с вышитыми крестом фишками и 4 разделителя - сделанных с кармашками для быстрых заметок - с кружевной обвязкой крючком делают ее очень вместительной и функциональной. Кольцевой механизм позволяет удалять уже не нужные и потерявшие свою актуальность рецепты и добавлять новые! Отделение для ручки для большего удобства, чтобы она всегда была под рукой для записи кулинарных шедевров! Простота и изысканность стиля канрти в сочетании с функциональностью и практичностью сделают такую книгу желанным подарком для любительницы готовить, и хранить в порядке свою кулинарные шедевры и хитрости! Рекомендации по уходу: бережное обращение",114
"Настольная кулинарная книга 'Книга рецептов'.",641.46 грн,images/Rd5MO2JdhS.jpg,"Настольная кулинарная книга удобна в использовании: не занимает много места на столе, можно поставить на полочку или подоконник. На форзаце есть тканевый кармашек с карточками для рецептов, меню... В книге 5 разделов: салаты первые блюда вторые блюда закуски десерты Благодаря разъемным кольцам, в книгу можно добавлять листы, прикреплять вырезки с рецептами из журналов. Такая книга будет отличным подарком как по поводу, так и без него.",115
"Кулинарная книга 'Любимые рецепты' (кулинарный блокнот)",595.64 грн,images/kDY1j77mGg.jpg,"Кулинарная книга 'Любимые рецепты' для самых вкусных рецептов :) Обложка книги обтянута хлопком с синтепоном и украшена композицией с цветами, перчиком и листьями, а так же пуговицами, металлическими подвесками, лентами и иллюстрациями. Книга завязывается на бант из ленты. Книга рецептов содержит 180 листов в клетку с разделами: салаты, супы, вторые блюда и десерт. На каждый раздел отведено по 45 листов, каждый лист украшен в уголке вензелем. Крепление на кольцах позволит легко вынимать или добавлять листы и вставлять в книгу вырезки из журналов. Кулинарный блокнот станет приятным и полезным подарком для тех, кто любит готовить. Для подруги, мамы, бабушки или дочки ко дню рождения, новому году, 8 марта :) -------------------------------- Список всех моих работ в наличии www.livemaster.ru/tigrrra?v=1&sortitems=0&cat=0&cid=0 Для обсуждения деталей работы или оформления заказа нажмите кнопку 'Сообщение мастеру'. Рекомендации по уходу: Кулинарный блокнот беречь от воды, хранить бережно :)",116
"Кулинарная книга",458.19 грн,images/rdSa9rTqYn.jpg,"Кулинарная книга",117
"Кулинарная книга ручной работы 'Волшебство случается на кухне ..'",1 282.92 грн,images/c76RJRieZI.jpg,"Книга ручной работы для ваших записей рецептов. . Листочки и кружево состарены, пропитаны кофе и корицей, ароматизирован ванилью. Скрапбумага необыкновенной красоты и качества. около 200 страничек.10 разделов с красивыми разделителями. Листочки проштампованы. Ткань на торце ручной работы. Больше фото у меня в блоге. Ссылочку спрашивайте. Рекомендации по уходу: бережно относиться, записывать самые любимые рецепты",118
"Кулинарная книга с котеями",687.28 грн,images/KmWjby2IOH.jpg,"Кулинарная книга с очаровательными котиками =)Выполнена полностью с нуля, внутри 100 состаренных листика, есть разделители -первые блюда, вторые блюда, десерты, салаты и напитки.Возможно изготовление подарочной упаковки-коробочки в одном стиле с блокнотом цена 200 рублей. Будет поднимать настроение при одном только взгляде на нее))) Рекомендации по уходу: Записывать самые вкусные и любимые рецепты.",119
"В наличии! Кулинарная книга 'Пироженки'",572.73 грн,images/mV5YONOkSA.jpg,"Кулинарная книга на столько легкая, мягкая и воздушная что невольно вдохновляет на кулинарное творчество. Может стать удивительным подарком любой хозяйке и маленькой и взрослой!Изготовлена из качественного импортного хлопка с использованием хлопкового кружева. Наполнение книги - файлы с вложенными страничками, практичное и позволяет не только записывать рецепты вручную, но и вкладывать готовые распечатанные рецепты. Работа в наличии. Возможно изготовление на заказ в 2-3-х дневный срок.",100
"Настольная кулинарная книга 'Прованс'",,images/Ys2nKcfMTT.jpg,"Нежная лавандовая кулинарочка - вещь многофункциональная. Она не только будет радовать Вас в качестве декора для кухни, но и позволит удобно просматривать рецепт во время приготовления. Конструкция ее такова, что она имеет устойчивое основание, ее можно поставить прямо на стол, она будет не только верной помощницей хозяйке, но и неплохим элементом декора вашей кухни.",101
"Кулинарная книга большая",824.73 грн,images/0RCofeD2sZ.jpg,"Большая кулинарная книга формата 21х21 см На пружине. Внутри 4 разделителя, оформленных картинками с блюдами и разными высечками и украшениями. В каждом разделе по 15 листов с разлиновкой. Книга завязывается на шнур. Увесистая и солидная. ------------------------ Чтобы не пропускать новинки магазина и акции, вступайте в круг (справа в меню), и новости будут автоматически приходить вам на почту. ----------------------- Приятных покупок!",102
"Топпер на торт",229.09 грн,images/9FBIVDaw8M.jpg,"Топпер - украшение для торта, выполнен из дизайнерского картона. Рекомендации по уходу: Бережное обращение",103
"Кулинарная книга",1 076.74 грн,images/5YvsRchuqL.jpg,"Шикарная кулинарная книга на кольцевом механизме для записи рецептов. Эта уютная кулинарочка поможет сохранить все ваши самые любимые рецепты, а также станет отличным подарком для ваших сестер/мам/бабушек и всех, кто любит готовить. Она выполнена во вкусненьких, съедобных цветах. Содержит полезные информационные странички, странички для планирования меню на 2 недели, разделители и закладочки, странички для записи рецептов, информационные страницы о мясе, рыбе, крупах, овощах, тесте, меры веса. Формат блокнота А5, содержит цветные печатные листы, разделители по категориям, а также кармашек и конвертик для хранения еще не записанных рецептов. Всего 192 страницы и 8 разделителей - очень пухленькая))) Приятного аппетита))) Рекомендации по уходу: беречь от влаги",104
"Кулинарная книга - папка 'Повар'",1 237.10 грн,images/aeiLmxoOCJ.jpg,"Кулинарная книга в обложке из итальянского переплетной экокожи. Внутри бумага плотностью 160 гр., кольцевой мех-м, карманы на заднем и переднем форзаце, 6 разделителей, с небольшими карманами для хранения рецевтов.",105
"Удобная настольная кулинарная книга",916.37 грн,images/dZ7EJTCFoB.jpg,"Кто уже начал подготовку к 8 марта?!Скоро начнутся горячие дни для скраперов и гвоздем программы конечно же будут кулинарные книги)Вот и я не исключение! В качестве конструкции выбрала настольный вариант, мне кажется, он самый удобный, а кольца позволят добавить или поменять местами листочки ,как захочет сама хозяюшка. В наличии! - 2000р) Для своей кулинарочки выбрала теплые шоколадные оттенки.Саму обложку украсила супницей с вкусным борщем, приправленным перчиком. На закусочку лежит румяный пирожок. Вообщем Ммм... вкуснотища!Внутри книги шесть тематических разделителей, 100 страниц для 100 рецептов.А еще, семь очень вместительных карманов для рецептов, записочек, вырезок, меню и полезных табличек.Первый разворот 'Первые блюда' .А теперь покажу, что я сделала, для большего удобства и вместимости - это карман в каждом разделителе. Более подробно карманчики можно рассмотреть в видео.Почти на каждом разделителе использованы карточки с фразами на кулинарную тему- они придают особого изюма.В этой книге я использовала в качестве оформление много разнообразного текстиля, для каждого разворота свой - подходящий по цвету .А чтобы все разделители перекликались между собой - разбавляла этот текстиль натуральной мешковиной и жгутом.Отдел 'Напитки' получился вот такой по-девчоночьи нежный с сиреневымШестой разделитель без названия, а с местом для подписи. Каждая хозяйка сама знает,какой раздел бы ей хотелось. Может 'Консервация', а может и обобщить 'Разное'-решать только ей;)Листочки для записи рецептов сделала лаконичными ,без иллюстраций, чтобы по-больше было места для записи информации.А вот и сама конструкция, которая отлично складывается и превращается в пухленький блокнот, который можно хранить и в ящичке на кухне.",106
"Кулинарная книга на кольцах",733.10 грн,images/jCaJVPynGa.jpg,"Кулинарная книга встанет приятным подарком для хозяек, которые любят готовить. Подарок маме, сестре, тете, жене или подружке на 8 марта или день рождения.Вмещает 50 плотных листов или 100 страниц. Разделов не содержит, но по желанию можно сделать)) +200 рублей к стоимости книги Крепление на кольцах позволит легко вынимать или добавлять листы и вставлять в книгу вырезки из журналов.",107
"Кулинарная книга 'Пикник для любимых'",458.19 грн,images/u7iXs2Z3qL.jpg,"Новая кулинарная книга 'Пикник для любимых'. Эта книга необычная - яркая, летняя, позитивная! Здесь и вышивка ручной работы (не так давно увлекалась вышиванием), и нестандартный размер (20*20), и, самое интересное!!!, эту книжечку можно ставить на стол, что очень удобно при готовке! Конструкция книги продумана так, что замок, который закрывает книгу и не дает ей растрепаться, в открытом положении превращается в подставку!Объемных элементов нет, поэтому писать в ней будет удобно! Внутри 6 тематических разделителя. Количество страниц около 90. А еще плюс этой книги в том, что она на кольцах! Это позволяет нам добавлять или убирать листы бумаги!",108
"Кулинарная книга 'Бордо'",458.19 грн,images/tNQmY1Iqc5.jpg,"Кулинарная книга в мягкой тканевой обложке, крепление на кольцах. Формат А5, Внутри 4 разделителя: салаты, горячие блюда, выпечка и разное. Книга завязывается на ленту. прекрасный подарок для хозяйственной девушки!",109
"Подарок на 8 марта Кулинарная книга",664.37 грн,images/u4nP8SeA7V.jpg,"- Внутри 2 кармашка, чтобы можно положить на скорую руку записанный рецепт, или вырезку из журнала; - Текстильная закладка- 96 листов, разделы. *В наличии первая. Рекомендации по уходу: Ручная стирка",110
Кулинарочки,278.59 грн,images/YdpQj3uHuW.jpg,"Кулинарные книги для записи самых лучших рецептов. На пружинках и стойки. Отпечатанные тематические странички, мягкие обложки. Отличный подарок для себя и для друзей, которая отлично дополнит Вашу кухню. Рекомендации по уходу: Беречь от воды",111
"Кулинарная книга 'Какао'",1 282.92 грн,images/j5cem6GLAl.jpg,"Книга полностью с нуля. Формат , А5, обтянута вельветом с мягкой прослойкой (оттенок обложки может отличаться по тону от фотографии из-за освещения). Около 200 страничек: В книге 5 разделов, каждый в своём стиле. Переплёт Коптский, странички тонированы кофе. Есть закладка в виде вощёного шнурка с подвеской. Все разделы имеют кармашки и конверты для вырезок с рецептами и снабжены разделителями. Есть странички из хрустящей кальки, как в старых альбомах))) Рекомендации по уходу: Беречь от огня и воды.",112
"Кулинарная книга в обложке ручной работы 'Капкейк'",366.55 грн,images/ERsUjpYnoI.jpg,"Кулинарная книга в обложке ручной работы - сочетание грубой фактуры льна и нежной микро вышивки.Небольшой размер (18 см на 12,5 см), удобно и приятно держать в руках.Натуральный лён, натуральный хлопок (подкладка), хлопковые мулине, атласные ленты, бисер.Внутри кулинарная книга издательства Эксмо, 112 страниц.Обложка съемная. Сделано с любовью! Рекомендации по уходу: Бережный уход.",113
"Кулинарная книга 'Горошек'",,images/zR7DdWcwpI.jpg,"Кулинарная книга с кольцевым механизмом предназначена для хранения самых любимых и самых вкусных рецептов хозяйки! Кармашки на форзацах для быстрых рецептов с вышитыми крестом фишками и 4 разделителя - сделанных с кармашками для быстрых заметок - с кружевной обвязкой крючком делают ее очень вместительной и функциональной. Кольцевой механизм позволяет удалять уже не нужные и потерявшие свою актуальность рецепты и добавлять новые! Отделение для ручки для большего удобства, чтобы она всегда была под рукой для записи кулинарных шедевров! Простота и изысканность стиля канрти в сочетании с функциональностью и практичностью сделают такую книгу желанным подарком для любительницы готовить, и хранить в порядке свою кулинарные шедевры и хитрости! Рекомендации по уходу: бережное обращение",114
"Настольная кулинарная книга 'Книга рецептов'.",641.46 грн,images/Rd5MO2JdhS.jpg,"Настольная кулинарная книга удобна в использовании: не занимает много места на столе, можно поставить на полочку или подоконник. На форзаце есть тканевый кармашек с карточками для рецептов, меню... В книге 5 разделов: салаты первые блюда вторые блюда закуски десерты Благодаря разъемным кольцам, в книгу можно добавлять листы, прикреплять вырезки с рецептами из журналов. Такая книга будет отличным подарком как по поводу, так и без него.",115
"Кулинарная книга 'Любимые рецепты' (кулинарный блокнот)",595.64 грн,images/kDY1j77mGg.jpg,"Кулинарная книга 'Любимые рецепты' для самых вкусных рецептов :) Обложка книги обтянута хлопком с синтепоном и украшена композицией с цветами, перчиком и листьями, а так же пуговицами, металлическими подвесками, лентами и иллюстрациями. Книга завязывается на бант из ленты. Книга рецептов содержит 180 листов в клетку с разделами: салаты, супы, вторые блюда и десерт. На каждый раздел отведено по 45 листов, каждый лист украшен в уголке вензелем. Крепление на кольцах позволит легко вынимать или добавлять листы и вставлять в книгу вырезки из журналов. Кулинарный блокнот станет приятным и полезным подарком для тех, кто любит готовить. Для подруги, мамы, бабушки или дочки ко дню рождения, новому году, 8 марта :) -------------------------------- Список всех моих работ в наличии www.livemaster.ru/tigrrra?v=1&sortitems=0&cat=0&cid=0 Для обсуждения деталей работы или оформления заказа нажмите кнопку 'Сообщение мастеру'. Рекомендации по уходу: Кулинарный блокнот беречь от воды, хранить бережно :)",116
"Кулинарная книга",458.19 грн,images/rdSa9rTqYn.jpg,"Кулинарная книга",117
"Кулинарная книга ручной работы 'Волшебство случается на кухне ..'",1 282.92 грн,images/c76RJRieZI.jpg,"Книга ручной работы для ваших записей рецептов. . Листочки и кружево состарены, пропитаны кофе и корицей, ароматизирован ванилью. Скрапбумага необыкновенной красоты и качества. около 200 страничек.10 разделов с красивыми разделителями. Листочки проштампованы. Ткань на торце ручной работы. Больше фото у меня в блоге. Ссылочку спрашивайте. Рекомендации по уходу: бережно относиться, записывать самые любимые рецепты",118
"Кулинарная книга с котеями",687.28 грн,images/KmWjby2IOH.jpg,"Кулинарная книга с очаровательными котиками =)Выполнена полностью с нуля, внутри 100 состаренных листика, есть разделители -первые блюда, вторые блюда, десерты, салаты и напитки.Возможно изготовление подарочной упаковки-коробочки в одном стиле с блокнотом цена 200 рублей. Будет поднимать настроение при одном только взгляде на нее))) Рекомендации по уходу: Записывать самые вкусные и любимые рецепты.",119
"Большая Кулинарная Книга ручной работы ' Уютное кружево'",1 603.65 грн,images/gxm64R3Csh.jpg,"Кулинарная книга в эко-стиле!) Для записи любимых и проверенных рецептов. А так же для сохранения семейной тайны и мудрости по наследству! Размер очень большой 20*30 см. В книге содержится 260 страниц. Толщина со стороны переплёта 3 см. Все странички подшиты вручную коптским переплётом, и для надёжности сплетён в ручную каптал. Книжка содержит 6 разделителей, они не подписаны, их будущая хозяйка сможет подписать в ручную, или я могу напечатать надписи какие пожелаете. Обложка из плотного картона, обтянута 100% хлопком и проложена синтепоном для мягкости. Украшена вязаным кружевным элементом, Баночкой с вареньем, ягодками, цветами, веточками, а также пуговками и кружевом. Книга имеет закладку в виде ленточки кружкой. Для увеличения фото кликните по нему курсором мышки. Рекомендации по уходу: бережное отношение, готовить с любовью, передавать по наследству",120
"Кулинарная книга",916.37 грн,images/BARTeSgiEN.jpg,"Кулинарная книга ручной работы на 200 листов выполнена в мягком переплете из льна. Странички состарены в кофе. Некоторые из них оформлены штампами-рисунками. Уголки страничек обработаны фигурным дыроколом. В качестве украшений использовалась металлическая фурнитура. Закрывается на липучку. Внутри имеется кармашек из 100% хлопка.",121
"Кулинарная книга 'Корица'",549.82 грн,images/7A5dqlgtDG.jpg,"кулинарная книга для записи рецептов.обложка обтянута хлопком,декорирована кусочками бархата,палочкой корицы,филигранью,чипбордом.В книге 54 страницы. Листы простые белые- можно вести записи или вклеивать рецепты.Может стать отличным подарком,",122
"Кулинарная книга 'Винтаж'",687.28 грн,images/noIaal9UQa.jpg,"Книга для записи любимых рецептов.обложка обтянута хлопком, декорирована кружевом,металлическими подвесками.странички книги состарены в кофе,некоторые странички декорированы кусочками кружева и скрап бумаги.",123
"Кулинарная книга 'Рустик'",,images/Sv7bo3egE7.jpg,"Кулинарная книга в стиле рустик сделана полностью с нуля. 200 листов (400 страниц), 5 разделителей, закладка-лента. Коптский переплет, плетеный каптал. Дизайн обложки не мой (был представлен для примера, по нему и была оформлена обложка).Обложка из мешковины, украшена вязаным хлопковым кружевом, бантиком из шпагата, подвеской-замочком. Проложена синтепоном.Форзацы красного цвета, закрывается на резинку.",124
"Кожаная кулинарная книга",1 191.28 грн,images/TK8PjsNLdK.jpg,"Кулинарная книга с мягкой обложкой из натуральной состаренной кожи. Закрывается на две магнитные кнопки. Подвеска ложка-вилка подвижна. Внутри 80 листов с разлиновкой для записи рецептов. Форзацы из дизайнерской бумаги Рекомендации по уходу: беречь от влаги",125
"Кулинарный блокнот 'Чайная коллекция'",,images/71Ot3bPY5l.jpg,"Целая коллекция чайных чашек разместилась на обложке кулинарного блокнота. А на его страничках Вы сами можете сохранить коллекцию самых вкусных и любимых рецептов. Обложка выполнена из картона, хлопковой ткани и синтепона, что делает ее мягкой и удобной в использовании. Внутри около 160 страниц. Листочки тонированы в чае. Для удобства пользования имеется закладочка. На переднем форзаце кармашек для мелочей. Такой блокнот станет приятным подарком или же послужит дополнительным украшением на Вашей собственной кухне. По Вашему желанию в блокноте можно оформить кулинарные разделы. Другие кулинарные книги в моем магазине www.livemaster.ru/zaryanka?cid=423803&clb=1&sort=&sorder=",126
"Кулинарный блокнот 'Фирменный рецепт'",,images/u5b7vaOz62.jpg,"Яркий, аппетитный кулинарный блокнот для записи самых любимых рецептов выполнен с нуля. 160 страничек слегка тонированы в чае. Коптский переплет, мягкая, но прочная обложка из картона, синтепона и хлопковой ткани. Для удобства использования имеется закладочка из вощеного шнура и кармашек для записок на переднем форзаце. Такой блокнот станет приятным подарком или же послужит дополнительным украшением на Вашей собственной кухне. По Вашему желанию в блокноте можно оформить кулинарные разделы. Другие кулинарные книги в моем магазине www.livemaster.ru/zaryanka?cid=423803&clb=1&sort=&sorder=",127
"Кулинарная книга",412.37 грн,images/VkZ31so42y.jpg,"Кулинарная книга для Ваших любимых рецептов!) Внутри линованные странички и 5 разделителей. Такая книга украсит любую кухню)Кулинарный блокнот станет замечательным подарком на любой праздник для Ваших родных и близких. Рекомендации по уходу: Бережное хранение",128
"Кулинарная книга 'Корица'",595.64 грн,images/2ptJ7WgznY.jpg,"Кулинарная книга ручной работы. Выполнена с нуля, переплет на кольцах позволяет перемещать страницы в любом порядке и добавлять новые. Твердая обложка проложена мягким флисом и обтянута натуральным льном. Формат А5. Внутри около 60 плотных линованых листов (120страниц), а также 5 тематических разделителей (названия разделов вы можете вписать сами) Форзацы выполнены из скрап-бумаги с кармашками для бумажек. Прекрасный подарок хозяйке на любое торжество!",129
